# compatible with norbert
# include german mainland, exclude german isles, international (some isles still included, but this is the data we have voronoi coverage for...)
#id	lon_korr	lat_korr	alt	area	name
17009	12.6700	53.5200	70	0.0511274	WAREN 
17010	13.3400	52.9800	51	0.0771356	ZEHDENICK 
17101	13.8000	52.8300	45	0.0582413	EBERSWALDE 
17102	13.7000	53.0300	79	0.1072493	FRIEDRICHSWALDE 
17103	13.9300	53.2800	50	0.0657073	PRENZLAU (EWALDSHOF) 
17104	13.9200	53.4000	37	0.0616258	GOERITZ 
17105	13.2000	53.3500	100	0.0386646	CARPIN-SERRAHN 
17106	13.0700	53.4700	55	0.0569573	PENZLIN 
17107	12.1000	52.0300	75	0.0946755	LINDAU 
17108	12.0800	52.1200	76	0.0534895	LOBURG 
17109	12.8200	53.2700	59	0.0625029	MIROW 
17110	13.1500	53.2000	53	0.0178755	FUERSTENBERG/HAVEL 
17111	13.2300	53.1300	55	0.0280371	BREDEREICHE             P 
17112	12.9700	52.7500	46	0.0439477	KREMMEN 
17113	13.1700	52.9000	56	0.0545697	LOEWENBERG/MARK 
17114	13.1700	52.6800	36	0.0692499	VELTEN 
17115	13.8300	52.3500	37	0.0526513	HARTMANNSDORF,KR.ODER-SPREE 
17116	13.6800	52.4700	40	0.0587150	SCHOENEICHE B.BERLIN 
17117	13.3300	52.4200	45	0.0383149	BERLIN-LICHTERFELDE OST 
17118	13.7700	52.1200	42	0.0985297	MAERKISCH-BUCHHOLZ 
17119	13.9500	52.2500	39	0.0399078	STORKOW 
17120	13.1800	52.0700	50	0.0563764	LUCKENWALDE 
17121	12.8800	52.1000	55	0.0385468	TREUENBRIETZEN 
17122	12.7700	52.2000	44	0.0698697	BRUECK 
17123	12.7800	52.4000	33	0.0474586	GROSS KREUTZ 
17124	12.5000	52.4300	30	0.1028697	BRANDENBURG-GOERDEN 
17125	12.7200	52.5200	32	0.0388889	PAEWESIN 
17126	12.1700	52.3800	35	0.1147164	GENTHIN (AWST) 
17127	12.3300	52.6200	28	0.0761153	RATHENOW 
17128	12.8700	52.6200	35	0.0421620	NAUEN 
17129	12.7300	52.7200	30	0.0530272	KOENIGSHORST-LOBEOFSUND 
17130	12.4200	52.9300	40	0.0848261	KYRITZ (AWST) 
17131	12.4700	52.8700	39	0.0547772	NEUSTADT/DOSSE-KAMPEHL 
17132	12.0800	52.7000	30	0.0999960	KLIETZ 
17133	12.1700	53.8000	10	0.0530302	GUESTROW 
17134	12.6200	53.7700	50	0.0254797	TETEROW (AWST) 
17135	12.8500	53.9000	17	0.0441449	DARGUN 
17136	13.0300	53.9000	17	0.0535821	DEMMIN 
17137	13.2500	54.0000	19	0.0434205	GOERMIN-PASSOW 
17138	13.6800	53.8500	12	0.0515301	ANKLAM 
17139	13.9200	53.8700	2	0.0496578	USEDOM 
17140	12.0800	53.0500	64	0.0690803	HOPPENRADE-GARZ 
17141	12.2700	53.6500	60	0.0639901	KRAKOW AM SEE 
17142	12.6800	53.6500	55	0.0331845	SCHWINKENDORF 
17143	12.9000	53.7000	50	0.0627012	STAVENHAGEN 
17144	13.2700	53.6800	30	0.0631806	ALTENTREPTOW 
17145	13.8000	53.7300	9	0.0354775	RATHEBURG 
17146	12.2300	53.3200	81	0.0688908	MEYENBURG 
17147	12.2800	53.4000	78	0.0567946	GANZLIN-TWIETFORD 
17148	12.6200	53.3800	70	0.0768087	ROEBEL/MUERITZ 
17149	13.4000	53.8500	14	0.0433931	KRUSENFELDE 
17150	12.1000	53.6800	50	0.0167494	LOHMEN 
17151	12.7500	53.0500	89	0.0694120	NEU-GLIENICKE 
17152	13.0800	53.3500	64	0.0282417	NEUSTRELITZ 
17153	13.4200	53.6700	50	0.0844862	ROGGENHAGEN 
17154	13.8200	53.6000	23	0.0687191	ROTHEMUEHL 
17155	13.6300	52.7300	65	0.0849698	RUEDNITZ 
17156	13.3000	53.2500	77	0.0825237	RUTENBERG 
17157	12.5300	53.9700	35	0.0613958	WALKENDORF 
18001	14.0000	53.0300	55	0.0769633	ANGERMUENDE 
18002	14.1200	52.2200	98	0.0423581	LINDENBERG 
18003	14.5500	52.5500	12	0.0288024	MANSCHNOW 
18004	14.1200	52.5100	62	0.0605168	MUENCHEBERG 
18005	14.0700	53.7500	1	0.0237924	UECKERMUENDE 
18101	14.3800	52.5300	55	0.0735701	SEELOW 
18102	14.0300	52.7200	107	0.0553465	HASELBERG 
18103	14.0700	52.8200	4	0.0590612	SCHIFFMUEHLE-NEUTORNOW 
18104	14.2300	53.3000	32	0.0463626	PENKUN 
18105	14.3300	53.4200	39	0.0183231	GRAMBOW 
18106	14.2500	52.1700	43	0.0620642	BEESKOW 
18107	14.1700	53.9500	10	0.0228776	SEEBAD HERINGSDORF 
18108	14.1800	53.6700	5	0.0271005	AHLBECK 
18109	14.0700	52.3500	38	0.0363201	FUERSTENWALDE/SPREE 
18110	14.5300	52.3700	48	0.0817669	FRANKFURT/ODER 
18111	14.3922	53.2084	13	0.0163503	GARTZ/ODER 
18112	14.3300	53.2300	46	0.0343281	HOHENREINKENDORF 
18113	14.2000	53.5200	14	0.0395104	ROTHENKLEMPENOW 
18114	14.0200	53.6300	10	0.0351618	TORGELOW 
19001	6.9700	51.4000	152	0.0161367	ESSEN-BREDENEY 
19002	7.1700	50.8700	92	0.0116017	KOELN-WAHN 
19003	6.8700	50.3700	485	0.0193366	NUERBURG-BARWEILER 
19004	6.1000	50.7900	202	0.0199972	AACHEN 
19005	6.5600	50.9300	85	0.0454451	ELSDORF 
19006	6.7900	50.6700	160	0.0267387	EUSKIRCHEN 
19007	6.5300	50.5000	505	0.0138618	KALL-SISTIG 
19008	7.6500	50.7300	290	0.0203472	HILGENR 
19009	7.0800	50.5300	111	0.0224208	NEUENAHR 
19010	7.6000	50.3300	85	0.0098329	KOBLENZ 
19011	7.3000	50.0500	420	0.0232195	BLANKEN 
19012	7.4100	51.7600	58	0.0151207	LUDING 
19013	6.5200	51.3200	39	0.0137387	TOENISVORST 
19014	6.1000	51.7600	46	0.0030012	KLEVE 
19015	6.5300	51.8300	21	0.0249306	BOCHOIT 
19016	7.1000	51.2300	128	0.0119833	WUPPERTAL 
19017	7.0900	51.1500	209	0.0046974	SOLING 
19018	7.5300	51.5200	120	0.0247819	DORTMUND 
19019	6.9900	51.0200	44	0.0199949	LEVERKUSEN 
19101	6.4200	50.3000	657	0.0185881	SCHNEIFELFORSTHAUS 
19102	6.0800	50.8500	163	0.0264398	HERZOGENRATH 
19103	6.3300	50.8200	152	0.0205828	ESCHWEILER-WEISWEILER 
19104	6.3200	50.7800	182	0.0165524	STOLBERG-SCHEVENHUETTE 
19105	7.8200	50.0300	100	0.0227809	LORCH/RHEIN 
19106	6.8200	50.7800	106	0.0407417	ERFTSTADT-BLIESHEIM 
19107	6.8000	50.9700	58	0.0369247	PULHEIM-BRAUWEILER 
19108	7.1000	50.9500	67	0.0208260	BERGISCH GLADBACH 
19109	7.2300	50.9700	110	0.0169806	OVERATH-IMMEKEPPEL 
19110	7.1700	50.9300	164	0.0063250	ROESRATH-FORSBACH 
19111	7.2000	50.8000	63	0.0102341	SIEGBURG 
19112	7.4300	50.9800	144	0.0190989	ENGELSKIRCHEN 
19113	7.2500	50.7700	79	0.0136704	HENNEF 
19114	7.3700	50.7700	175	0.0192581	HENNEF-STADT BLANKENBERG 
19115	7.4500	50.8500	205	0.0231350	RUPPICHTEROTH-SCHEID 
19116	7.5500	50.9500	215	0.0204999	WIEHL 
19117	7.9700	50.9800	305	0.0197938	KREUZTAL-EICHEN 
19118	7.7500	50.8200	320	0.0293124	WISSEN-HONIGSESSEN 
19119	6.2300	50.5700	509	0.0070847	MONSCHAU 
19120	6.2200	50.5200	530	0.0049005	MONSCHAU-KALTERHERBERG 
19121	6.2200	50.6700	393	0.0149112	ROETGEN (NST) 
19122	6.3200	50.6500	410	0.0168396	SIMMERATH(KALLTALSPERRE) 
19123	6.5500	50.6000	380	0.0301599	HEIMBACH-DUETTLING 
19124	6.9000	50.5500	348	0.0147734	MUENSTEREIFEL,BAD 
19125	6.9500	50.6300	180	0.0143821	RHEINBACH 
19126	7.0200	50.6700	160	0.0140893	ALFTER-VOLMERSHOVEN 
19127	7.0000	50.5200	195	0.0192914	ALTENAHR 
19128	7.0800	50.7300	62	0.0223994	BONN 
19129	7.2200	50.6500	58	0.0143970	HONNEF,BAD 
19130	7.1300	50.6200	220	0.0129853	WACHTBERG-BERKUM 
19131	7.4500	50.6700	255	0.0256900	ASBACH 
19132	7.2800	50.5700	70	0.0229084	LINZ 
19133	7.6700	50.6700	262	0.0141267	GIELEROTH-AMTEROTH 
19134	7.6000	50.5800	285	0.0175651	HARSCHBACH 
19135	7.5700	50.6300	205	0.0134773	SEIFEN 
19136	7.8200	50.7500	402	0.0182025	GEBHARDSHAIN 
19137	7.8500	50.6800	290	0.0210824	NISTER 
19138	7.7700	50.5300	262	0.0269953	SELTERS/WESTERWALD 
19139	7.9700	50.5700	355	0.0225482	WESTERBURG 
19140	6.4800	50.3700	480	0.0098553	DAHLEM-KRONENBURG 
19141	6.4000	50.4200	650	0.0063426	HELLENTHAL-UDENBRETH 
19142	6.5500	50.4200	565	0.0150597	DAHLEM-SCHMIDTHEIM 
19143	6.6200	50.3200	407	0.0220515	LISSENDORF 
19144	6.5700	50.2800	490	0.0163845	STEFFELN 
19145	6.8300	50.3200	440	0.0262555	BORLER 
19146	6.8500	50.4000	512	0.0164683	RODDER 
19147	7.1700	50.2700	490	0.0284184	DUENGENHEIM 
19148	7.2300	50.3300	230	0.0191853	MAYEN 
19149	7.4200	50.4500	62	0.0230310	ANDERNACH 
19150	7.4700	50.3700	170	0.0168721	BASSENHEIM 
19151	7.2800	50.4300	305	0.0219845	WASSENACH 
19152	7.5700	50.4200	73	0.0166353	BENDORF 
19153	7.7000	50.3300	90	0.0123392	EMS,BAD 
19154	7.7000	50.4000	267	0.0173906	HILLSCHEID 
19155	7.6200	50.2800	71	0.0099119	LAHNSTEIN 
19156	7.9300	50.4200	300	0.0235852	EPPENROD 
19157	7.8300	50.2800	313	0.0295356	SINGHOFEN 
19158	6.2000	50.2300	426	0.0169122	WINTERSPELT 
19159	6.3700	50.1800	386	0.0253708	PRUEM-WATZERATH 
19160	6.6000	50.1300	308	0.0274666	DENSBORN 
19161	6.7500	50.1700	420	0.0434030	NIEDERSTADTFELD 
19162	7.4000	50.2200	85	0.0168169	BURGEN,KR.MAYEN 
19163	7.4500	50.0700	425	0.0271387	KASTELLAUN 
19164	7.3500	50.1000	340	0.0147578	MOERSDORF 
19165	7.3700	50.2500	255	0.0174358	MUENSTERMAIFELD 
19166	7.6300	50.2000	77	0.0211447	BOPPARD-SALZIG, 
19167	7.7200	50.1200	110	0.0210858	OBERWESEL 
19168	6.7500	51.2000	37	0.0083238	DUESSELDORF (SUED) 
19169	7.8700	51.2200	255	0.0147988	PLETTENBERG 
19170	7.9700	51.2000	230	0.0088618	FINNENTROP-LENHAUSEN 
19171	6.1200	51.8300	16	0.0101544	KLEVE-SCHENKENSSCHANZ) 
19172	7.8300	51.1000	340	0.0108880	ATTENDORN(LISTERTALSPERRE) 
19173	6.8300	51.8700	45	0.0590159	BORKEN I.W. 
19174	6.9300	51.9800	50	0.0446768	STADTLOHN 
19175	7.1800	51.9500	84	0.0325217	COESFELD 
19176	7.1000	51.8300	60	0.0311977	REKEN-GROSS REKEN 
19177	7.3000	51.8000	121	0.0265526	BILLERBECK 
19178	7.8500	51.0300	305	0.0190274	OLPE 
19179	7.6700	51.9800	57	0.0290752	MUENSTER (SCHLEUSE) 
19180	7.5500	51.8300	61	0.0277593	SENDEN-OTTMARSBOCHOLT 
19181	7.7800	51.9800	55	0.0244744	TELGTE 
19182	7.9000	51.9000	64	0.0312961	WARENDORF-HOETMAR 
19183	6.1500	51.6000	28	0.0221949	WEEZE-HEES 
19184	6.3700	51.5700	23	0.0273501	GELDERN-KAPELLE 
19185	6.4500	51.6700	20	0.0283673	XANTEN 
19186	6.5000	51.7500	21	0.0184273	HAMMINKELN-MEHRHOOG 
19187	6.6200	51.7300	20	0.0252699	HAMMINKELN-RINGENBERG 
19188	6.6000	51.5500	25	0.0130160	RHEINBERG 
19189	6.6300	51.5800	24	0.0131794	VOERDE-MEHRUM 
19190	6.9800	51.6700	33	0.0383757	DORSTEN-HERVEST 
19191	7.0800	51.5800	93	0.0234386	GELSENKIRCHEN-BUER 
19192	7.2000	51.7300	40	0.0256271	HALTERN 
19193	7.2200	51.5300	63	0.0289764	HERNE (GRAEFFSTRASSE) 
19194	7.4700	51.5700	96	0.0143026	DORTMUND-BRECHTEN 
19195	7.3800	51.7200	50	0.0109272	OLFEN 
19196	7.4000	51.6300	73	0.0175293	WALTROP 
19197	7.5200	51.1000	318	0.0048832	MARIENHEIDE(KLAERA.NORD) 
19198	7.6500	51.5800	62	0.0321055	KAMEN 
19199	7.5200	51.7500	61	0.0176379	NORDKIRCHEN 
19200	7.6800	51.7200	94	0.0352415	WERNE-WESSEL 
19201	7.8700	51.6300	96	0.0199601	HAMM-RHYNERN 
19202	7.9500	51.6200	75	0.0217137	WELVER 
19203	7.8500	51.5800	77	0.0224276	WERL-HILBECK 
19204	6.2500	51.5000	40	0.0364598	GELDERN-WALBECK 
19205	6.4300	51.4300	35	0.0284929	KERKEN-RAHM 
19206	6.5300	51.3000	40	0.0162870	KREFELD-FORSTWALD 
19207	6.6500	51.4500	25	0.0143423	MOERS 
19208	6.6200	51.4800	19	0.0108050	MOERS-REPELEN 
19209	6.7500	51.4200	33	0.0241034	DUISBURG-HOCHFELD 
19210	6.9800	51.3200	127	0.0054463	HEILIGENHAUS 
19211	6.8500	51.3000	48	0.0160603	RATINGEN 
19212	7.0200	51.4500	100	0.0189094	ESSEN (RUHRHAUS) 
19213	7.0000	51.3300	136	0.0072315	HEILIGENHAUS-ABSKUECHE 
19214	7.1200	51.3700	220	0.0190076	VELBERT-LANGENBERG 
19215	7.2000	51.2800	197	0.0108178	WUPPERTAL-BARMEN 
19216	7.4700	51.3000	410	0.0180518	BRECKERFELD-ZURSTRASSE 
19217	7.4200	51.3000	291	0.0051832	HAGEN(HASPER TALSPERRE) 
19218	7.4500	51.3500	113	0.0128707	HAGEN-WEHRINGHAUSEN 
19219	7.2800	51.3300	270	0.0156328	SPROCKHOEVEL-HASLINHAUS 
19220	7.3800	51.3800	107	0.0097217	WETTER/RUHR 
19221	7.3700	51.4700	130	0.0189966	WITTEN-STOCKUM 
19222	7.9200	51.4200	265	0.0220261	ARNSBERG-HOLZEN 
19223	7.7800	51.3300	350	0.0369874	HEMER-HEPPINGSEN 
19224	7.9500	51.2800	310	0.0106727	SUNDERN-ALLENDORF 
19225	7.9700	51.3500	340	0.0103017	SUNDERN-LANGSCHEID 
19226	6.1000	51.0500	57	0.0396677	HEINSBERG-SCHLEDEN 
19227	6.0200	51.0800	41	0.0378228	WALDFEUCHT-HAAREN 
19228	6.3200	51.0800	99	0.0350971	ERKELENZ 
19229	6.4500	51.2000	49	0.0130457	MOENCHENGLADBACH 
19230	6.4300	51.1700	79	0.0153468	MOENCHENGLADBACH-RHEYDT 
19231	6.3700	51.2500	60	0.0405351	VIERSEN 
19232	6.7200	51.2300	37	0.0149188	DUESSELDORF-HEERDT 
19233	6.5800	51.0300	71	0.0310220	GREVENBROICH-NEURATH 
19234	6.7000	51.1800	39	0.0203410	NEUSS 
19235	6.8700	51.2300	54	0.0097841	DUESSELDORF-GERRESHEIM 
19236	6.9700	51.1700	66	0.0104449	HILDEN 
19237	7.5800	51.0700	385	0.0038934	MARIENHEIDE-MUELLENBACH 
19238	6.9200	51.0700	43	0.0117396	LEVERKUSEN-HITDORF 
19239	6.9700	51.2500	153	0.0086657	METTMANN 
19240	7.0500	51.1000	140	0.0094791	LEVERKUSEN-PATTSCHEID 
19241	7.2200	51.1700	208	0.0060452	REMSCHEID (ESCHBACHTAL) 
19242	7.6500	51.1000	431	0.0086931	MEINERZHAGEN 
19243	7.1200	51.1300	89	0.0065562	SOLINGEN-GLUEDER 
19244	7.1800	51.1500	255	0.0072893	WERMELSKIRCHEN 
19245	7.9200	51.1200	307	0.0097796	ATTENDORN 
19246	7.4200	51.2500	279	0.0055038	BRECKERFELD(ENNEPPETALSPERR 
19247	7.3300	51.1500	258	0.0058196	HUECKESWAGEN 
19248	7.3700	51.1500	298	0.0054463	HUECKESWAGEN(BEVERTALSPERR) 
19249	7.2700	51.0500	230	0.0156200	KUERTEN 
19250	7.2800	51.1800	266	0.0044457	REMSCHEID-LENNEP 
19251	7.4300	51.1300	312	0.0064233	WIPPERFUERTH(SCEV.TAL.) 
19252	7.4500	51.1500	365	0.0076507	WIPPERFUERTH-KREUZBERG 
19253	7.2800	51.2300	275	0.0070629	WUPPERTAL-HERBRINGHAUSEN 
19254	7.7300	51.0700	460	0.0182156	DROLSHAGEN-BLECHE 
19255	7.5800	51.0200	250	0.0102471	GUMMERSBACH 
19256	7.5000	51.0500	315	0.0073863	GUMMERSBACH-WEGESCHEID 
19257	7.5700	51.1200	443	0.0099761	KIERSPE-HOECKINHAUSEN 
19258	7.0800	50.1800	455	0.0459783	BUECHEL 
19259	6.1300	50.0500	352	0.0139793	DASBURG 
19260	6.7800	51.5800	53	0.0383335	DINSLAKEN 
19261	6.8500	51.1200	40	0.0148597	DORMAGEN-ZONS 
19262	6.4500	50.6300	274	0.0224096	HEIMBACH-SCHWAMMENAUEL 
19263	6.4000	50.4500	600	0.0128371	HELLENTHAL-HOLLERATH 
19264	6.3500	50.9300	76	0.0313742	JUELICH (KLAERANLAGE) 
19265	6.3200	50.0800	517	0.0249881	LAUPERATH-SCHEIDCHEN 
19266	6.7700	50.5500	320	0.0285670	MUENSTEREIFEL,BAD 
19267	7.3800	51.2200	397	0.0064772	RADEVORMWALD 
19268	6.4800	50.5800	370	0.0089273	SCHLEIDEN-GEMUEND 
19269	7.1000	51.1300	154	0.0019040	SOLINGEN-HOHENSCHEID 
19270	7.6800	51.2000	392	0.0261378	VERSETALSPERRE 
19271	6.5800	51.7000	25	0.0102455	WESEL-FLUEREN 
20001	9.9500	51.5000	167	0.0138301	GOETTINGEN 
20002	9.7300	50.8500	273	0.0222748	BAD HERSFELD 
20003	9.6100	50.0100	161	0.0108996	LOHR 
20004	9.5500	51.1400	190	0.0219349	MELSUNGEN 
20005	9.5900	51.6100	180	0.0118070	WAHLSBURG 
20006	9.9500	50.5000	921	0.0220103	WASSERKUPPE 
20007	9.8500	51.3500	133	0.0094514	WITZENHAUSEN 
20008	8.7000	50.5800	186	0.0097080	GIESSEN 
20009	9.0000	50.0700	107	0.0150174	KAHL/MAIN 
20010	8.4500	50.2200	805	0.0066270	KL.FELDBERG TS. 
20011	9.4000	50.9000	500	0.0168156	NEUKIRCHEN 
20012	8.0600	50.4100	186	0.0047665	LIMBURG 
20013	8.0200	50.8600	263	0.0200306	SIEGEN 
20014	8.5200	50.9100	290	0.0168105	BIEDENKOPF 
20015	8.2900	50.7300	277	0.0099092	DILLENBURG 
20016	9.0000	50.7300	250	0.0088408	HOMBERG 
20017	9.1400	50.5000	315	0.0124898	SCHOTTEN 
20018	9.2600	50.4900	608	0.0096474	GREBENH 
20019	9.0700	50.9500	340	0.0144040	GILSERBERG 
20020	8.2700	50.0700	145	0.0095844	WIESBADEN 
20021	8.3000	50.2700	400	0.0038290	WALDEMS 
20022	8.3500	51.8900	72	0.0159057	GUETERSL 
20023	8.1700	51.2600	325	0.0076767	ESLOHE 
20024	8.0800	51.3800	218	0.0127548	ARNSBERG 
20025	8.6000	51.3000	580	0.0116773	WILLING 
20026	8.8300	51.7900	157	0.0368720	LIPPSP. 
20027	9.0500	51.7300	192	0.0149355	DRIBURG 
20028	9.4900	51.5400	242	0.0137082	HOFGEIS 
20029	9.1100	51.1000	310	0.0085781	WILDUNG 
20030	9.4500	51.3000	231	0.0324960	KASSEL 
20031	9.3100	51.5700	240	0.0139023	BORGENB 
20032	8.5700	51.4000	472	0.0076859	BRILON 
20101	9.9300	51.3300	320	0.0071632	BORNHAGEN 
20102	9.8800	50.0200	210	0.0142623	EUSSENHEIM-HUNDSBACH 
20103	9.4600	50.0600	260	0.0080503	FRAMMERSBACH 
20104	8.6000	50.0500	112	0.0118572	FRANKFURT/M. (FLUGWTTERWART 
20105	9.9100	50.1200	220	0.0118491	HAMMELBURG 
20106	9.5500	50.0800	350	0.0113223	LOHR/M.-RUPPERTSHUETTEN 
20107	9.7700	50.4000	436	0.0204298	MOTTEN 
20108	9.8400	50.2000	422	0.0159509	WARTMANNSROTH-NEUWIRTHAUS 
20109	9.2400	50.1100	240	0.0117802	WESTERNGRUND-OBERWESTERN 
20110	8.2000	50.8200	340	0.0145820	HAIGER-DILLBRECHT 
20111	8.2200	50.8700	395	0.0102912	NETPHEN-HAINCHEN 
20112	8.0200	50.8000	350	0.0158218	NEUNKIRCHEN,KR. 
20113	8.3500	50.8500	376	0.0114259	DIETZHOELZTAL-MANDELN 
20114	8.2500	51.0000	500	0.0131909	ERNDTEBRUECK 
20115	8.3000	50.9500	458	0.0112359	LAASPHE,BAD-RUECKERSHAUSEN 
20116	8.2500	50.9000	610	0.0068000	NETPHEN (LAHNHOF) 
20117	8.4700	50.8500	338	0.0106217	STEFFENBERG-QUOTSHAUSEN 
20118	8.6700	51.0000	328	0.0102245	BATTENBERG-BERGHOFEN 
20119	8.5000	50.7700	315	0.0108941	ENDBACH,BAD-WOMMELSHAUSEN 
20120	8.5800	50.7700	270	0.0142073	GLADENBACH 
20121	8.6700	50.8200	260	0.0154383	MARBURG-DILSCHHAUSEN 
20122	8.7000	50.9200	221	0.0098975	WETTER/HESSEN-AMOENAU 
20123	8.9500	50.7800	212	0.0104910	AMOENEBURG-RUEDIGHEIM 
20124	8.7500	51.0000	305	0.0081918	BURGWALD-WIESENFELD 
20125	8.7800	50.8300	187	0.0123400	COELBE 
20126	8.9200	50.8300	230	0.0077181	KIRCHHAIN 
20127	8.9000	50.8800	260	0.0086018	RAUSCHENBERG/HESSEN 
20128	8.7700	50.9300	281	0.0090703	WETTER/HESSEN-MELLNAU 
20129	8.9500	50.9200	219	0.0120409	WOHRATAL-HALSDORF 
20130	9.1000	50.7700	260	0.0113879	KIRTORF 
20131	9.1300	50.8500	257	0.0142734	NEUSTADT,KR.MARBURG 
20132	9.2200	50.9000	225	0.0198086	SCHWALMSTADT-ASCHERODE 
20133	9.4000	50.7700	382	0.0085952	ALSFELD-LINGELBACH 
20134	9.8700	50.9800	255	0.0488148	BEBRA-IBA 
20135	8.0800	50.7300	450	0.0199680	BURBACH 
20136	8.1500	50.5700	412	0.0104854	MENGERSKIRCHEN 
20137	8.1300	50.5200	280	0.0088797	WALDBRUNN/WESTERWALD-LAHR 
20138	8.4000	50.5200	235	0.0127440	BRAUNFELS 
20139	8.3000	50.6200	430	0.0075722	GREIFENSTEIN 
20140	8.3000	50.5700	197	0.0095070	GREIFENSTEIN-ALLENDORF 
20141	8.3000	50.7000	237	0.0056766	HERBORN 
20142	8.3800	50.6800	240	0.0113847	MITTENAAR-BICKEN 
20143	8.4200	50.7300	330	0.0096050	SIEGBACH-EISEMROTH 
20144	8.7300	50.5500	228	0.0072415	POHLHEIM-HAUSEN 
20145	8.6300	50.6300	235	0.0202889	WETTENBERG-KROFDORF-GL. 
20146	8.5000	50.5300	180	0.0271349	WETZLAR-NAUBORN 
20147	8.7800	50.6200	187	0.0091230	BUSECK-GROSSEN-BUSECK 
20148	8.8200	50.7300	215	0.0140893	EBSDORFERGRUND-EBSDORF 
20149	8.9700	50.6000	255	0.0232210	GRUENBERG/HESSEN 
20150	8.8300	50.5200	168	0.0203016	LICH 
20151	8.7800	50.6700	225	0.0107530	STAUFENBERG-TREIS 
20152	9.1200	50.7000	270	0.0133770	GEMUENDEN/FELDA-EHRINGSH. 
20153	9.0800	50.6200	300	0.0116650	MUECKE-RUPPERTENROD 
20154	9.2000	50.5700	580	0.0094641	ULRICHSTEIN 
20155	9.4700	50.7500	264	0.0179042	GREBENAU 
20156	9.6800	50.5300	255	0.0148092	FULDA 
20157	9.8000	50.5500	370	0.0136802	DIPPERZ 
20158	8.1700	50.3700	193	0.0149895	BRECHEN-NIEDERBRECHEN 
20159	8.0200	50.5000	225	0.0090772	DORNBURG-FRICKHOFEN 
20160	8.0500	50.4500	160	0.0056680	HADAMAR 
20161	8.0500	50.3700	155	0.0132764	HOLZHEIM BEI DIEZ 
20162	8.1700	50.4300	153	0.0087193	RUNKEL-ESCHENAU 
20163	8.3000	50.2800	244	0.0113328	CAMBERG,BAD 
20164	8.4300	50.3000	535	0.0074959	SCHMITTEN-TREIS 
20165	8.2700	50.4700	135	0.0145624	WEILBURG 
20166	8.3800	50.4300	210	0.0116080	WEILMUENSTER 
20167	8.4200	50.3700	260	0.0119345	WEILROD-GEMUEND 
20168	8.5700	50.2700	424	0.0043412	HOMBURG,BAD-SAALBURG 
20169	8.7300	50.4500	155	0.0164400	MUENZENBERG-GAMBACH 
20170	8.5000	50.3000	375	0.0101824	NEU-ANSPACH-ANSPACH 
20171	8.6200	50.3300	290	0.0191410	WEHRHEIM-PFAFFENWIEBACH 
20172	8.7500	50.3300	158	0.0095904	FRIEDBERG/HESSEN 
20173	8.7700	50.3700	142	0.0082122	NAUHEIM,BAD 
20174	8.8700	50.2800	162	0.0072974	NIDDERAU-ERBSTADT 
20175	8.9700	50.3500	128	0.0221907	RANSTADT-OBER-MOCKSTADT 
20176	8.8500	50.3300	134	0.0107374	REICHELSHEIM-DORN-ASSENHEIM 
20177	9.1200	50.2800	148	0.0182837	BUEDINGEN 
20178	9.2000	50.4000	407	0.0126937	GEDERN-SCHOENHAUSEN 
20179	9.1000	50.4200	270	0.0168101	NIDDA-OBER LAIS 
20180	9.3000	50.3800	340	0.0126184	BIRSTEIN-FISCHBORN 
20181	9.6700	50.4200	405	0.0123714	KALBACH-OBERKALBACH 
20182	8.0500	50.0300	197	0.0080139	ELTVILLE (STEINBERG) 
20183	8.0000	50.2200	365	0.0204986	HEIDENROD-LAUFENSELDEN 
20184	8.0800	50.2000	315	0.0106315	HOHENSTEIN-BREITHHARDT 
20185	8.0700	50.1300	320	0.0086603	SCHWALBACH,BAD 
20186	8.0300	50.1200	480	0.0114767	SCHWALBACH,BAD-LANGENSEI 
20187	8.1800	50.2000	340	0.0150876	TAUNUSSTEIN-HAMBACH 
20188	8.4000	50.1500	230	0.0069576	EPPSTEIN 
20189	8.3800	50.2000	368	0.0076944	GLASHUETTEN-SCHLOSSBORN 
20190	8.3800	50.0200	115	0.0105683	HOCHHEIM/MAIN 
20191	8.4300	50.0800	172	0.0061427	HOFHEIM/TS. 
20192	8.3700	50.0700	150	0.0061637	HOFHEIM/TS.-WALLAU 
20193	8.2700	50.2200	285	0.0103624	IDSTEIN 
20194	8.2300	50.0500	90	0.0117615	WIESBADEN-BIEBRICH 
20195	8.6200	50.1500	113	0.0107740	FRANKFURT/M-PRAUNHEIM 
20196	8.5300	50.0800	95	0.0040054	FRANKFURT/M-SINDLINGEN 
20197	8.5000	50.0500	88	0.0099115	HATTERSHEIM-OKRIFTEL 
20198	8.5800	50.2500	255	0.0051285	HOMBURG,BAD (FILTERWERK) 
20199	8.5200	50.1800	250	0.0055772	KRONBERG/TAUNUS 
20200	8.7000	50.0500	130	0.0086868	NEU-ISENBURG 
20201	8.5800	50.2000	185	0.0047941	OBERURSEL 
20202	8.5300	50.1300	140	0.0051750	SULZBACH/TAUNUS 
20203	8.7800	50.0700	128	0.0095449	HEUSENSTAMM 
20204	8.9700	50.0200	126	0.0085163	MAINHAUSEN-ZELLHAUSEN 
20205	8.8200	50.1300	102	0.0142814	MUEHLHEIM/MAIN 
20206	8.9000	50.2300	180	0.0133577	NIDDERAU-WINDECKEN 
